name,counters,jobs
8jobs-1/sim1,links/linkdata/default/8jobs-1/sim1/links-8jobs.16k8.csv,links/placements/8jobs-1/8jobs.16k8.csv
8jobs-1/job0-spread,links/linkdata/default/8jobs-1/sim1/links-8jobs.16k8-0.csv,links/placements/8jobs-1/8jobs.16k8-0.csv
8jobs-1/job1-2dstencil,links/linkdata/default/8jobs-1/sim1/links-8jobs.16k8-1.csv,links/placements/8jobs-1/8jobs.16k8-1.csv
8jobs-1/job2-2dstencil,links/linkdata/default/8jobs-1/sim1/links-8jobs.16k8-2.csv,links/placements/8jobs-1/8jobs.16k8-2.csv
8jobs-1/job3-4dstencil,links/linkdata/default/8jobs-1/sim1/links-8jobs.16k8-3.csv,links/placements/8jobs-1/8jobs.16k8-3.csv
8jobs-1/job4-4dstencil,links/linkdata/default/8jobs-1/sim1/links-8jobs.16k8-4.csv,links/placements/8jobs-1/8jobs.16k8-4.csv
8jobs-1/job5-many2many,links/linkdata/default/8jobs-1/sim1/links-8jobs.16k8-5.csv,links/placements/8jobs-1/8jobs.16k8-5.csv
8jobs-1/job6-many2many,links/linkdata/default/8jobs-1/sim1/links-8jobs.16k8-6.csv,links/placements/8jobs-1/8jobs.16k8-6.csv
8jobs-1/job7-umesh,links/linkdata/default/8jobs-1/sim1/links-8jobs.16k8-7.csv,links/placements/8jobs-1/8jobs.16k8-7.csv

8jobs-1/sim2,links/linkdata/default/8jobs-1/sim2/links-8jobs.16k8.csv,links/placements/8jobs-1/8jobs.16k8.csv
8jobs-1/job0-spread,links/linkdata/default/8jobs-1/sim2/links-8jobs.16k8-0.csv,links/placements/8jobs-1/8jobs.16k8-0.csv
8jobs-1/job1-2dstencil,links/linkdata/default/8jobs-1/sim2/links-8jobs.16k8-1.csv,links/placements/8jobs-1/8jobs.16k8-1.csv
8jobs-1/job2-2dstencil,links/linkdata/default/8jobs-1/sim2/links-8jobs.16k8-2.csv,links/placements/8jobs-1/8jobs.16k8-2.csv
8jobs-1/job3-4dstencil,links/linkdata/default/8jobs-1/sim2/links-8jobs.16k8-3.csv,links/placements/8jobs-1/8jobs.16k8-3.csv
8jobs-1/job4-4dstencil,links/linkdata/default/8jobs-1/sim2/links-8jobs.16k8-4.csv,links/placements/8jobs-1/8jobs.16k8-4.csv
8jobs-1/job5-many2many,links/linkdata/default/8jobs-1/sim2/links-8jobs.16k8-5.csv,links/placements/8jobs-1/8jobs.16k8-5.csv
8jobs-1/job6-umesh,links/linkdata/default/8jobs-1/sim2/links-8jobs.16k8-6.csv,links/placements/8jobs-1/8jobs.16k8-6.csv
8jobs-1/job7-umesh,links/linkdata/default/8jobs-1/sim2/links-8jobs.16k8-7.csv,links/placements/8jobs-1/8jobs.16k8-7.csv

8jobs-1/sim3,links/linkdata/default/8jobs-1/sim3/links-8jobs.16k8.csv,links/placements/8jobs-1/8jobs.16k8.csv
8jobs-1/job0-spread,links/linkdata/default/8jobs-1/sim3/links-8jobs.16k8-0.csv,links/placements/8jobs-1/8jobs.16k8-0.csv
8jobs-1/job1-2dstencil,links/linkdata/default/8jobs-1/sim3/links-8jobs.16k8-1.csv,links/placements/8jobs-1/8jobs.16k8-1.csv
8jobs-1/job2-2dstencil,links/linkdata/default/8jobs-1/sim3/links-8jobs.16k8-2.csv,links/placements/8jobs-1/8jobs.16k8-2.csv
8jobs-1/job3-4dstencil,links/linkdata/default/8jobs-1/sim3/links-8jobs.16k8-3.csv,links/placements/8jobs-1/8jobs.16k8-3.csv
8jobs-1/job4-many2many,links/linkdata/default/8jobs-1/sim3/links-8jobs.16k8-4.csv,links/placements/8jobs-1/8jobs.16k8-4.csv
8jobs-1/job5-many2many,links/linkdata/default/8jobs-1/sim3/links-8jobs.16k8-5.csv,links/placements/8jobs-1/8jobs.16k8-5.csv
8jobs-1/job6-umesh,links/linkdata/default/8jobs-1/sim3/links-8jobs.16k8-6.csv,links/placements/8jobs-1/8jobs.16k8-6.csv
8jobs-1/job7-umesh,links/linkdata/default/8jobs-1/sim3/links-8jobs.16k8-7.csv,links/placements/8jobs-1/8jobs.16k8-7.csv

8jobs-1/sim4,links/linkdata/default/8jobs-1/sim4/links-8jobs.16k8.csv,links/placements/8jobs-1/8jobs.16k8.csv
8jobs-1/job0-spread,links/linkdata/default/8jobs-1/sim4/links-8jobs.16k8-0.csv,links/placements/8jobs-1/8jobs.16k8-0.csv
8jobs-1/job1-2dstencil,links/linkdata/default/8jobs-1/sim4/links-8jobs.16k8-1.csv,links/placements/8jobs-1/8jobs.16k8-1.csv
8jobs-1/job2-4dstencil,links/linkdata/default/8jobs-1/sim4/links-8jobs.16k8-2.csv,links/placements/8jobs-1/8jobs.16k8-2.csv
8jobs-1/job3-4dstencil,links/linkdata/default/8jobs-1/sim4/links-8jobs.16k8-3.csv,links/placements/8jobs-1/8jobs.16k8-3.csv
8jobs-1/job4-many2many,links/linkdata/default/8jobs-1/sim4/links-8jobs.16k8-4.csv,links/placements/8jobs-1/8jobs.16k8-4.csv
8jobs-1/job5-many2many,links/linkdata/default/8jobs-1/sim4/links-8jobs.16k8-5.csv,links/placements/8jobs-1/8jobs.16k8-5.csv
8jobs-1/job6-umesh,links/linkdata/default/8jobs-1/sim4/links-8jobs.16k8-6.csv,links/placements/8jobs-1/8jobs.16k8-6.csv
8jobs-1/job7-umesh,links/linkdata/default/8jobs-1/sim4/links-8jobs.16k8-7.csv,links/placements/8jobs-1/8jobs.16k8-7.csv

